ATLANTA S-Entity
director 0
told 0
Cllr 0
Morris 0
that 0
applicants 0
could 0
look 0
at 0
the 0
Building B-Entity
Ireland E-Entity
home 0
loan 0
, 0
which 0
she 0
described 0
as 0
an 0
“ 0
attractive 0
option 0
” 0
with 0
a 0
fixed 0
low 0
interest 0
rate 0
. 0

Photo 0
credit 0
: 0
on 0
Leading 0
Mexican S-Entity
presidential 0
candidate 0
Andres 0
Manuel 0
Lopez 0
Obrador 0
( 0
AMLO 0
) 0
recently 0
proposed 0
a 0
series 0
of 0
protectionist 0
and 0
nationalist 0
policies 0
in 0
a 0
new 0
campaign 0
ad 0
, 0
where 0
he 0
touched 0
on 0
agricultural 0
and 0
trade 0
policies 0
, 0
economic 0
development 0
, 0
and 0
took 0
a 0
shot 0
at 0
Donald 0
Trump 0
’s 0
proposed 0
wall 0
along 0
the 0
US S-Entity
southern 0
border 0
with 0
Mexico S-Entity
. 0

AMLO 0
, 0
as 0
he 0
is 0
commonly 0
referred 0
to 0
in 0
the 0
press 0
, 0
has 0
consistently 0
led 0
in 0
polls 0
by 0
double 0
- 0
digit 0
margins 0
, 0
besting 0
centrist 0
and 0
center 0
- 0
right 0
challengers 0
from 0
PAN 0
and 0
PRI 0
. 0

His 0
new 0
ad 0
, 0
with 0
its 0
patriotic 0
tone 0
and 0
promises 0
to 0
remember 0
the 0
“ 0
heartland 0
” 0
so 0
to 0
speak 0
, 0
is 0
a 0
clear 0
attempt 0
to 0
woo 0
rural 0
voters 0
, 0
many 0
of 0
whom 0
live 0
off 0
of 0
the 0
land 0
, 0
and 0
are 0
concerned 0
about 0
the 0
effect 0
of 0
Trump 0
’s 0
agenda 0
on 0
trade 0
, 0
migration 0
, 0
and 0
agricultural 0
policies 0
. 0

Much 0
of 0
Mexico S-Entity
’s 0
agricultural 0
production 0
is 0
exported 0
to 0
the 0
United B-Entity
States E-Entity
via 0
NAFTA 0
, 0
a 0
free 0
trade 0
agreement 0
signed 0
into 0
law 0
by 0
President 0
Bill 0
Clinton 0
in 0
0000 0
, 0
which 0
includes 0
Mexico S-Entity
, 0
the 0
US S-Entity
, 0
and 0
Canada S-Entity
. 0

In 0
a 0
letter 0
sent 0
to 0
El 0
Financiero 0
, 0
AMLO 0
clarified 0
his 0
position 0
on 0
NAFTA 0
: 0

“ 0
We 0
reiterate 0
our 0
willingness 0
to 0
renegotiate 0
the 0
North B-Entity
American E-Entity
Free 0
Trade 0
Agreement 0
, 0
but 0
we 0
believe 0
it 0
is 0
convenient 0
that 0
the 0
signing 0
of 0
the 0
new 0
agreements 0
be 0
made 0
after 0
the 0
July 0
0 0
elections 0
to 0
do 0
so 0
in 0
conditions 0
of 0
equity 0
, 0
allow 0
for 0
the 0
construction 0
of 0
consensus 0
in 0
our 0
country 0
and 0
protect 0
the 0
productive 0
sectors 0
of 0
Mexico S-Entity
. 0

” 0

AMLO 0
’s 0
position 0
on 0
NAFTA 0
has 0
been 0
somewhat 0
unclear 0
throughout 0
his 0
campaign 0
’s 0
course 0
, 0
hence 0
his 0
pitch 0
to 0
worried 0
investors 0
who 0
fear 0
that 0
an 0
anti 0
- 0
NAFTA 0
Mexican S-Entity
president 0
would 0
significantly 0
slow 0
economic 0
growth 0
. 0

AMLO 0
also 0
claims 0
in 0
his 0
new 0
ad 0
that 0
he 0
will 0
, 0
“ 0
rescue 0
the 0
countryside 0
from 0
its 0
current 0
state 0
of 0
abandonment 0
, 0
and 0
we 0
are 0
going 0
to 0
produce 0
things 0
here 0
in 0
Mexico S-Entity
, 0
everything 0
that 0
we 0
consume 0
. 0

” 0

Ironically 0
, 0
this 0
type 0
of 0
protectionist 0
rhetoric 0
hearkens 0
back 0
to 0
much 0
of 0
what 0
Trump 0
said 0
on 0
the 0
campaign 0
trail 0
to 0
persuade 0
working 0
- 0
class 0
white 0
voters 0
to 0
support 0
him 0
. 0

Les 0
comparto 0
uno 0
de 0
los 0
mensajes 0
que 0
se 0
transmitirá 0
durante 0
la 0
campaña 0
por 0
radio 0
y 0
televisión 0
. 0

Andrés 0
Manuel 0
( 0
@lopezobrador 0
_ 0
) 0
April 0
0 0
, 0
0000 0

Of 0
course 0
, 0
this 0
type 0
of 0
protectionism 0
could 0
ultimately 0
be 0
a 0
disservice 0
to 0
consumers 0
in 0
both 0
countries 0
. 0

NAFTA 0
has 0
largely 0
been 0
judged 0
by 0
economists 0
to 0
be 0
an 0
economic 0
success 0
for 0
all 0
three 0
players 0
, 0
based 0
on 0
the 0
time 0
- 0
tested 0
principles 0
of 0
comparative 0
advantage 0
. 0

Simply 0
put 0
, 0
it 0
does 0
not 0
make 0
sense 0
for 0
Mexican S-Entity
farmers 0
or 0
artisans 0
to 0
produce 0
a 0
commodity 0
in 0
Mexico S-Entity
if 0
it 0
can 0
be 0
made 0
far 0
more 0
efficiently 0
and 0
cheaply 0
in 0
the 0
United B-Entity
States E-Entity
; 0
and 0
vice 0
- 0
versa 0
. 0

This 0
type 0
of 0
populist 0
rhetoric 0
may 0
succeed 0
in 0
wooing 0
rural 0
Mexicans S-Entity
, 0
but 0
it 0
does 0
not 0
make 0
for 0
good 0
economic 0
policy 0
. 0

While 0
NAFTA 0
is 0
generally 0
viewed 0
to 0
have 0
had 0
a 0
positive 0
effect 0
on 0
all 0
three 0
participants 0
, 0
Mexico S-Entity
has 0
not 0
experienced 0
the 0
economic 0
benefits 0
they 0
hoped 0
for 0
. 0

GDP 0
has 0
grown 0
slowly 0
and 0
steadily 0
, 0
while 0
the 0
expected 0
wage 0
growth 0
has 0
not 0
materialized 0
. 0

Exports 0
and 0
foreign 0
investment 0
, 0
however 0
, 0
have 0
skyrocketed 0
under 0
the 0
agreement 0

. 0
AMLO 0
makes 0
the 0
typical 0
politician 0
pitch 0
with 0
regard 0
to 0
wages 0
, 0
saying 0
, 0
“ 0
there 0
are 0
going 0
to 0
be 0
good 0
jobs 0
and 0
fair 0
wages 0
in 0
the 0
country 0
. 0

The 0
Mexican S-Entity
people 0
will 0
be 0
to 0
work 0
where 0
they 0
were 0
born 0
, 0
near 0
their 0
families 0
, 0
where 0
they 0
can 0
practice 0
their 0
traditions 0
and 0
customs 0
. 0

Those 0
who 0
go 0
abroad 0
will 0
go 0
because 0
they 0
want 0
to 0
, 0
not 0
because 0
they 0
need 0
to 0
. 0

” 0

Again 0
, 0
it 0
has 0
been 0
a 0
tired 0
saying 0
across 0
the 0
political 0
spectrum 0
for 0
decades 0
, 0
if 0
not 0
centuries 0
, 0
but 0
light 0
on 0
details 0
. 0

How 0
, 0
exactly 0
, 0
is 0
AMLO 0
going 0
to 0
dramatically 0
improve 0
those 0
stagnant 0
wages 0
? 0

Latin B-Entity
American E-Entity
history 0
shows 0
the 0
perils 0
for 0
governments 0
of 0
balancing 0
unemployment 0
and 0
inflation 0
. 0

The 0
story 0
of 0
Argentina S-Entity
, 0
particularly 0
, 0
demonstrates 0
the 0
destructive 0
potential 0
of 0
powerful 0
public 0
sector 0
unions 0
that 0
place 0
great 0
strains 0
on 0
public 0
resources 0
, 0
and 0
lead 0
to 0
economic 0
crises 0
. 0

Deep 0
down 0
we 0
feel 0
that 0
the 0
people 0
of 0
Mexico S-Entity
were 0
deceived 0
with 0
the 0
energy 0
reform 0
and 0
that 0
we 0
must 0
review 0
it 0

– 0

AMLO 0
talking 0
about 0
rolling 0
back 0
Pemex 0
privatization 0

On 0
the 0
campaign 0
trail 0
, 0
AMLO 0
has 0
largely 0
avoided 0
direct 0
sparring 0
with 0
Donald 0
Trump 0
but 0
appears 0
to 0
vacillate 0
at 0
times 0
regarding 0
his 0
commitment 0
to 0
the 0
landmark 0
free 0
trade 0
pact 0
. 0

While 0
he 0
has 0
been 0
critical 0
of 0
the 0
agreement 0
at 0
times 0
and 0
favored 0
economic 0
isolation 0
, 0
at 0
a 0
campaign 0
stop 0
in 0
Ciudad B-Entity
Juarez E-Entity
, 0
just 0
across 0
the 0
border 0
from 0
the 0
United B-Entity
States E-Entity
, 0
he 0
called 0
for 0
an 0
extended 0
free 0
- 0
trade 0
zone 0
and 0
pledged 0
to 0
slash 0
the 0
unpopular 0
value 0
- 0
added 0
tax 0
, 0
or 0
IVA 0
, 0
from 0
00 0
% 0
to 0
0 0
% 0
. 0

But 0
like 0
his 0
Colombian S-Entity
counterpart 0
Gustavo 0
Petro 0
, 0
AMLO 0
appears 0
to 0
pitch 0
economic 0
proposals 0
that 0
are 0
not 0
rooted 0
in 0
reality 0
. 0

While 0
he 0
pledges 0
to 0
cut 0
taxes 0
, 0
to 0
thunderous 0
populist 0
applause 0
, 0
he 0
also 0
promises 0
to 0
double 0
pensions 0
for 0
seniors 0
, 0
pay 0
farmers 0
guaranteed 0
prices 0
for 0
their 0
goods 0
, 0
make 0
massive 0
new 0
investments 0
in 0
education 0
and 0
telecommunications 0
, 0
and 0
double 0
the 0
minimum 0
wage 0
in 0
his 0
proposed 0
free 0
- 0
trade 0
zone 0
. 0

Just 0
as 0
Petro 0
raised 0
eyebrows 0
by 0
pledging 0
to 0
do 0
away 0
with 0
Colombia S-Entity
’s 0
oil 0
and 0
mining 0
industries 0
, 0
it 0
is 0
hard 0
to 0
see 0
how 0
AMLO 0
could 0
possibly 0
dramatically 0
slash 0
taxes 0
, 0
while 0
also 0
drastically 0
increasing 0
spending 0
on 0
a 0
whole 0
host 0
of 0
federal 0
outlays 0
. 0

It 0
is 0
classic 0
populist 0
fare 0
, 0
targeted 0
to 0
an 0
audience 0
that 0
is 0
wary 0
of 0
Trump 0
’s 0
pronouncements 0
on 0
accepting 0
Mexican S-Entity
imports 0
into 0
the 0
American S-Entity
market 0
. 0

In 0
response 0
to 0
such 0
criticisms 0
of 0
his 0
populist 0
policies 0
, 0
AMLO 0
recently 0
released 0
a 0
communique 0
in 0
El B-Entity
Financiero E-Entity
, 0
in 0
which 0
he 0
called 0
on 0
the 0
business 0
community 0
to 0
confide 0
in 0
him 0
, 0
promised 0
austerity 0
, 0
fiscal 0
responsibility 0
, 0
and 0
central 0
bank 0
independence 0
, 0
pledging 0
, 0
“ 0
we 0
will 0
be 0
respectful 0
of 0
the 0
autonomy 0
of 0
the 0
Bank 0
of 0
Mexico S-Entity
; 0
we 0
will 0
not 0
spend 0
more 0
than 0
what 0
enters 0
the 0
treasury 0
, 0
that 0
is 0
, 0
we 0
will 0
operate 0
the 0
public 0
administration 0
without 0
deficit 0
. 0

” 0

It 0
certainly 0
sounds 0
reassuring 0
to 0
Mexican S-Entity
investors 0
, 0
but 0
it 0
still 0
fails 0
to 0
account 0
for 0
how 0
he 0
is 0
going 0
to 0
pay 0
for 0
all 0
of 0
his 0
new 0
spendings 0
, 0
with 0
already 0
strained 0
federal 0
budgets 0
. 0

And 0
like 0
all 0
populists 0
, 0
AMLO 0
has 0
much 0
to 0
say 0
that 0
is 0
music 0
to 0
working 0
- 0
class 0
voters’ 0
ears 0
, 0
but 0
little 0
to 0
say 0
about 0
considerable 0
inflation 0
, 0
that 0
reached 0
0.00 0
% 0
in 0
0000 0
, 0
and 0
would 0
only 0
worsen 0
if 0
AMLO 0
unleashes 0
profound 0
new 0
government 0
spending 0
, 0
as 0
promised 0
. 0

Finally 0
, 0
AMLO 0
seeks 0
to 0
capitalize 0
on 0
the 0
anti 0
- 0
Trump 0
sentiment 0
in 0
Mexico S-Entity
, 0
dismissing 0
the 0
idea 0
of 0
a 0
border 0
barrier 0
: 0

“ 0

We 0
are 0
not 0
going 0
to 0
worry 0
about 0
the 0
threats 0
of 0
building 0
a 0
wall 0
. 0

Mexico S-Entity
is 0
going 0
to 0
be 0
a 0
great 0
power 0
again 0
with 0
economic 0
development 0
and 0
well 0
- 0
being 0
. 0

” 0

Ironically 0
, 0
it 0
almost 0
hearkens 0
back 0
to 0
the 0
traditional 0
Trump 0
campaign 0
speeches 0
and 0
slogans 0
. 0

However 0
, 0
Trump 0
, 0
despite 0
all 0
his 0
detractors 0
, 0
has 0
at 0
least 0
righted 0
the 0
American S-Entity
economy 0
for 0
now 0
. 0

AMLO 0
’s 0
brand 0
of 0
populism 0
appears 0
unlikely 0
to 0
do 0
so 0
. 0

Like 0
all 0
populists 0
, 0
he 0
is 0
big 0
on 0
rhetoric 0
, 0
and 0
light 0
on 0
details 0
. 0

David 0
Unsworth 0
is 0
a 0
Boston S-Entity
native 0
. 0

He 0
received 0
degrees 0
in 0
History S-Entity
and 0
Political 0
Science 0
from 0
Washington B-Entity
University E-Entity
in 0
St. B-Entity
Louis E-Entity
, 0
and 0
subsequently 0
spent 0
five 0
years 0
working 0
in 0
real 0
estate 0
development 0
in 0
New B-Entity
York M-Entity
City E-Entity
. 0

Currently 0
he 0
resides 0
in 0
Bogota S-Entity
, 0
Colombia S-Entity
, 0
where 0
he 0
is 0
involved 0
in 0
the 0
tourism 0
industry 0
. 0

In 0
his 0
free 0
time 0
he 0
enjoys 0
singing 0
in 0
rock 0
bands 0
, 0
travelling 0
throughout 0
Latin B-Entity
America E-Entity
, 0
and 0
studying 0
Portuguese S-Entity
. 0

The 0
announcement 0
follows 0
the 0
successful 0
visit 0
by 0
a 0
Japanese S-Entity
delegation 0
to 0
production 0
sites 0
in 0
the 0
UK S-Entity
in 0
0000 0
, 0
more 0
than 0
00 0
years 0
after 0
the 0
ban 0
was 0
implemented 0
over 0
Britain S-Entity
’s 0
bovine 0
spongiform 0
encephalopathy 0
( 0
BSE 0
) 0
outbreak 0
. 0

Of 0
around 0
000,000 0
cattle 0
infected 0
with 0
BSE 0
worldwide 0
, 0
000,000 0
head 0
were 0
raised 0
in 0
Britain S-Entity
. 0

However 0
, 0
no 0
infection 0
has 0
been 0
found 0
in 0
the 0
country 0
since 0
a 0
0000-born 0
cow 0
tested 0
positive 0
in 0
0000 0
, 0
prompting 0
Japan S-Entity
to 0
consider 0
importing 0
beef 0
from 0
cattle 0
00 0
months 0
old 0
or 0
younger 0
. 0

Spinal 0
marrow 0
and 0
other 0
such 0
parts 0
that 0
are 0
considered 0
high 0
- 0
risk 0
will 0
continue 0
to 0
be 0
banned 0
, 0
however 0
. 0

Campbell 0
Davis 0
, 0
second 0
secretary 0
economic 0
and 0
trade 0
at 0
the 0
British B-Entity
Embassy M-Entity
Tokyo E-Entity
, 0
said 0
that 0
since 0
the 0
UK S-Entity
applied 0
for 0
the 0
ban 0
to 0
be 0
lifted 0
in 0
0000 0
, 0
the 0
British S-Entity
Embassy 0
has 0
“ 0
worked 0
closely 0
with 0
UK S-Entity
government 0
and 0
industry 0
groups 0
and 0
with 0
Japanese S-Entity
agriculture 0
and 0
food 0
safety 0
officials 0
to 0
complete 0
Japan S-Entity
's 0
rigorous 0
market 0
access 0
procedures 0
and 0
demonstrate 0
the 0
safety 0
and 0
quality 0
of 0
UK S-Entity
produce 0
. 0

The 0
officials 0
, 0
from 0
Japan S-Entity
’s 0
Ministry 0
of 0
Agriculture 0
, 0
Forestry 0
and 0
Fisheries 0
and 0
the 0
Ministry 0
of 0
Health 0
, 0
Labour 0
and 0
Welfare 0
, 0
inspected 0
food 0
hygiene 0
controls 0
in 0
British S-Entity
farms 0
, 0
laboratories 0
and 0
abattoirs 0
in 0
July 0
0000 0
. 0

According 0
to 0
Davis 0
, 0
the 0
Japanese S-Entity
team 0
were 0
“ 0
impressed 0
by 0
the 0
overall 0
animal 0
health 0
controls 0
and 0
testing 0
regime 0
. 0

This 0
year 0
( 0
0000 0
) 0
, 0
the 0
Japanese S-Entity
and 0
UK S-Entity
governments 0
are 0
to 0
agree 0
controls 0
on 0
animal 0
health 0
requirements 0
and 0
an 0
export 0
verification 0
programme 0
, 0
after 0
which 0
another 0
Japanese S-Entity
delegation 0
will 0
conduct 0
a 0
final 0
on 0
- 0
site 0
inspection 0
in 0
the 0
UK S-Entity
, 0
he 0
added 0
. 0

Protecting 0
its 0
own 0
immigrants 0
and 0
providing 0
housing 0
for 0
its 0
own 0
people 0
should 0
n’t 0
be 0
a 0
heavy 0
lift 0
for 0
a 0
wealthy 0
county 0
with 0
0.0 0
million 0
people 0
– 0
more 0
than 0
the 0
populations 0
of 0
00 0
states 0
. 0

Orange B-Entity
County E-Entity
is 0
one 0
of 0
the 0
richest 0
jurisdictions 0
on 0
earth 0
, 0
with 0
a 0
bigger 0
economy 0
than 0
Greece S-Entity
or 0
Portugal S-Entity
. 0

But 0
the 0
recent 0
decisions 0
on 0
immigrants 0
and 0
the 0
homeless 0
were 0
n’t 0
surprising 0
. 0

Orange B-Entity
County E-Entity
has 0
an 0
especially 0
bad 0
case 0
of 0
a 0
California S-Entity
malady 0
: 0
Our 0
local 0
governments 0
ca 0
n’t 0
meet 0
the 0
challenges 0
of 0
our 0
diverse 0
and 0
globally 0
oriented 0
communities 0
. 0

“ 0

We 0
think 0
of 0
ourselves 0
as 0
Mayberry 0
, 0
” 0
says 0
Fred 0
Smoller 0
, 0
a 0
Chapman B-Entity
University E-Entity
political 0
scientist 0
who 0
studies 0
Orange B-Entity
County E-Entity
, 0
“ 0
when 0
we 0
really 0
are 0
closer 0
to 0
Gotham B-Entity
City E-Entity
. 0

” 0

The 0
decisions 0
on 0
immigrants 0
and 0
the 0
homeless 0
reflect 0
Orange B-Entity
County E-Entity
’s 0
fundamental 0
confusion 0
about 0
itself 0
. 0

County E-Entity
officials 0
often 0
portray 0
themselves 0
as 0
weak 0
, 0
playing 0
the 0
victim 0
. 0

On 0
immigration 0
, 0
they 0
saw 0
themselves 0
as 0
targets 0
of 0
a 0
state 0
bullying 0
them 0
( 0
albeit 0
to 0
protect 0
their 0
own 0
immigrants 0
) 0
. 0

On 0
homelessness 0
, 0
one 0
official 0
pretense 0
is 0
that 0
Orange B-Entity
County E-Entity
ca 0
n’t 0
afford 0
to 0
house 0
a 0
few 0
thousand 0
homeless 0
people 0
. 0

Logic 0
is 0
often 0
twisted 0
. 0

In 0
opposing 0
the 0
immigrant 0
sanctuary 0
laws 0
, 0
the 0
county 0
supervisors 0
portrayed 0
themselves 0
as 0
honoring 0
federal 0
supremacy 0
– 0
even 0
if 0
it 0
means 0
collaborating 0
with 0
Trump 0
’s 0
mass 0
deportations 0
. 0

But 0
as 0
supervisors 0
dropped 0
the 0
homeless 0
plan 0
, 0
they 0
posed 0
as 0
defenders 0
of 0
local 0
sovereignty 0
against 0
a 0
federal 0
judge 0
demanding 0
action 0
on 0
the 0
homeless 0
. 0

By 0
clinging 0
to 0
its 0
old 0
image 0
as 0
a 0
collection 0
of 0
NIMBY 0
- 0
ish 0
small 0
towns 0
, 0
Orange B-Entity
County E-Entity
has 0
made 0
itself 0
profoundly 0
vulnerable 0
to 0
sophisticated 0
mismanagement 0
and 0
persistent 0
corruption 0
. 0

In 0
particular 0
, 0
the 0
county 0
has 0
tolerated 0
corruption 0
in 0
its 0
law 0
enforcement 0
agencies 0
. 0

A 0
long 0
- 0
running 0
scandal 0
has 0
shown 0
that 0
both 0
the 0
district 0
attorney 0
’s 0
office 0
and 0
the 0
sheriff 0
’s 0
department 0
“ 0
secretly 0
operated 0
unconstitutional 0
scams 0
with 0
jail 0
snitches 0
to 0
win 0
convictions 0
, 0
hid 0
exculpatory 0
evidence 0
from 0
defendants 0
and 0
juries 0
, 0
and 0
, 0
when 0
necessary 0
, 0
committed 0
perjury 0
in 0
hopes 0
of 0
masking 0
the 0
cheating 0
, 0
” 0
as 0
the 0
OC 0
Weekly 0
put 0
it 0
. 0

Judges 0
have 0
condemned 0
the 0
misconduct 0
, 0
which 0
has 0
led 0
so 0
far 0
to 0
the 0
dismissal 0
of 0
00 0
cases 0
. 0

But 0
the 0
district 0
attorney 0
and 0
sheriff 0
have 0
n’t 0
lost 0
their 0
jobs 0
. 0

Instead 0
county 0
law 0
enforcement 0
now 0
claims 0
to 0
be 0
defending 0
California S-Entity
from 0
criminals 0
by 0
backing 0
mass 0
deportation 0
that 0
increasingly 0
targets 0
non 0
- 0
criminals 0
. 0

It 0
’s 0
right 0
to 0
be 0
cynical 0
about 0
this 0
. 0

In 0
seeking 0
to 0
curry 0
favor 0
with 0
the 0
federal 0
authorities 0
, 0
are 0
the 0
sheriff 0
and 0
district 0
attorney 0
trying 0
to 0
blunt 0
a 0
federal 0
investigation 0
into 0
their 0
own 0
misconduct 0
? 0

The 0
county 0
’s 0
Mayberry 0
complex 0
does 0
n’t 0
just 0
hurt 0
people 0
caught 0
up 0
in 0
the 0
criminal 0
justice 0
system 0
. 0

It 0
has 0
given 0
Orange B-Entity
County E-Entity
a 0
government 0
that 0
’s 0
out 0
- 0
of 0
- 0
step 0
with 0
the 0
desires 0
of 0
the 0
people 0
who 0
live 0
there 0
. 0

In 0
a 0
new 0
Chapman B-Entity
University E-Entity
survey 0
of 0
000 0
Orange B-Entity
County E-Entity
residents 0
, 0
00 0
percent 0
of 0
respondents 0
said 0
they 0
wanted 0
to 0
find 0
a 0
way 0
for 0
undocumented 0
immigrants 0
to 0
stay 0
. 0

The 0
same 0
poll 0
found 0
that 0
assisting 0
the 0
poor 0
and 0
homeless 0
was 0
the 0
second 0
biggest 0
issue 0
in 0
the 0
county 0
among 0
residents 0
. 0

California S-Entity
Democrats 0
have 0
fantasies 0
of 0
turning 0
historically 0
Republican B-Entity
Orange M-Entity
County E-Entity
into 0
a 0
politically 0
progressive 0
blue 0
place 0
. 0

That 0
wo 0
n’t 0
happen 0
, 0
and 0
it 0
should 0
n’t 0
. 0

The 0
survey 0
shows 0
that 0
Orange B-Entity
County E-Entity
’s 0
residents 0
are 0
disgusted 0
with 0
both 0
parties 0
, 0
and 0
worried 0
about 0
the 0
cost 0
of 0
living 0
here 0
. 0

Ideally 0
, 0
Orange B-Entity
County E-Entity
could 0
pursue 0
a 0
middle 0
path 0
true 0
to 0
its 0
people 0
, 0
who 0
are 0
practical 0
California S-Entity
libertarians 0
: 0
skeptical 0
of 0
regulation 0
while 0
championing 0
entrepreneurialism 0
, 0
immigrants 0
, 0
and 0
limits 0
on 0
law 0
enforcement 0
. 0

But 0
that 0
would 0
take 0
a 0
county 0
with 0
leadership 0
that 0
thinks 0
in 0
ways 0
as 0
big 0
and 0
beautiful 0
as 0
Orange B-Entity
County E-Entity
itself 0
. 0

Joe 0
Mathews 0
writes 0
the 0
Connecting B-Entity
California E-Entity
column 0
for 0
Zócalo 0
Public 0
Square 0
. 0

He 0
can 0
be 0
contacted 0
at 0

OKLAHOMA B-Entity
CITY E-Entity
The 0
Latest 0
on 0
teachers 0
rallying 0
for 0
higher 0
pay 0
and 0
more 0
education 0
funding 0
in 0
several 0
Republican 0
- 0
led 0
states 0
across 0
the 0
U.S. S-Entity
( 0
all 0
times 0
local 0
) 0
: 0
00:00 0
a.m. 0

Oklahoma S-Entity
lawmakers 0
will 0
convene 0
rare 0
Friday 0
sessions 0
as 0
protesting 0
school 0
teachers 0
continue 0
to 0
fill 0
the 0
state 0
Capitol S-Entity
and 0
demand 0
more 0
funding 0
for 0
public 0
education 0
. 0

Republican 0
leaders 0
of 0
the 0
state 0
House 0
and 0
Senate 0
said 0
Thursday 0
they 0
will 0
meet 0
Friday 0
to 0
consider 0
legislation 0
to 0
raise 0
more 0
money 0
. 0

Lawmakers 0
traditionally 0
do 0
n’t 0
meet 0
on 0
Fridays 0
during 0
legislative 0
sessions 0
. 0

Oklahoma S-Entity
teachers 0
are 0
in 0
the 0
fourth 0
day 0
of 0
a 0
walkout 0
over 0
low 0
pay 0
and 0
classroom 0
spending 0
. 0

The 0
movement 0
started 0
with 0
teachers 0
striking 0
in 0
West B-Entity
Virginia E-Entity
and 0
winning 0
a 0
0-percent 0
pay 0
raise 0
. 0

It 0
has 0
continued 0
in 0
the 0
conservative 0
- 0
led 0
states 0
of 0
Kentucky S-Entity
and 0
Arizona S-Entity
. 0

Oklahoma S-Entity
Gov. 0
Mary 0
Fallin 0
signed 0
legislation 0
last 0
week 0
that 0
granted 0
00 0
to 0
00 0
percent 0
salary 0
increases 0
for 0
Oklahoma S-Entity
teachers 0
, 0
but 0
teachers 0
say 0
more 0
funding 0
is 0
needed 0
for 0
classroom 0
needs 0
. 0

00 0
a.m. 0

Some 0
say 0
teachers 0
in 0
Oklahoma S-Entity
risk 0
losing 0
public 0
support 0
the 0
longer 0
their 0
walkout 0
goes 0
. 0

The 0
protests 0
, 0
and 0
some 0
school 0
closures 0
, 0
will 0
continue 0
for 0
a 0
fourth 0
straight 0
day 0
Thursday 0
amid 0
a 0
movement 0
in 0
red 0
states 0
from 0
West B-Entity
Virginia E-Entity
to 0
Kentucky S-Entity
to 0
Arizona S-Entity
to 0
press 0
for 0
more 0
money 0
in 0
classrooms 0
. 0

Oklahoma S-Entity
Republicans 0
passed 0
a 0
tax 0
hike 0
for 0
hundreds 0
of 0
millions 0
of 0
new 0
dollars 0
for 0
public 0
schools 0
and 0
teacher 0
pay 0
raises 0
. 0

But 0
educators 0
marched 0
on 0
the 0
Capitol S-Entity
anyway 0
, 0
bringing 0
with 0
them 0
pent 0
- 0
up 0
frustration 0
after 0
years 0
of 0
budget 0
cuts 0
, 0
swelling 0
class 0
sizes 0
and 0
a 0
decade 0
without 0
a 0
raise 0
. 0

Many 0
teachers 0
already 0
are 0
back 0
at 0
work 0
, 0
especially 0
in 0
rural 0
communities 0
where 0
local 0
boards 0
did 0
n’t 0
vote 0
to 0
shut 0
down 0
. 0

Still 0
, 0
schools 0
in 0
the 0
state 0
’s 0
largest 0
districts 0
remain 0
shuttered 0
, 0
including 0
Oklahoma B-Entity
City E-Entity
, 0
Tulsa S-Entity
and 0
many 0
suburban 0
communities 0
. 0

The 0
Commission 0
is 0
proposing 0
to 0
limit 0
workers’ 0
exposure 0
to 0
five 0
cancer 0
- 0
causing 0
chemicals 0
, 0
in 0
addition 0
to 0
the 0
00 0
substances 0
that 0
have 0
already 0
been 0
limited 0
or 0
proposed 0
to 0
be 0
limited 0
. 0

Estimates 0
show 0
that 0
the 0
proposal 0
would 0
improve 0
working 0
conditions 0
for 0
over 0
0,000,000 0
EU S-Entity
workers 0
and 0
prevent 0
over 0
00,000 0
cases 0
of 0
work 0
- 0
related 0
illness 0
. 0

Commissioner 0
for 0
Employment 0
, 0
Social 0
Affairs 0
, 0
Skills 0
and 0
Labour 0
Mobility 0
, 0
Marianne 0
Thyssen 0
, 0
said 0
: 0
“ 0

Today 0
, 0
the 0
Commission 0
has 0
taken 0
another 0
important 0
step 0
towards 0
fighting 0
work 0
- 0
related 0
cancer 0
and 0
other 0
relevant 0
health 0
problems 0
on 0
the 0
work 0
floor 0
. 0

We 0
propose 0
to 0
limit 0
workers’ 0
exposure 0
to 0
five 0
additional 0
cancer 0
- 0
causing 0
chemicals 0
. 0

This 0
will 0
improve 0
protection 0
for 0
over 0
0 0
million 0
workers 0
in 0
Europe S-Entity
and 0
help 0
create 0
a 0
healthier 0
and 0
safer 0
workplace 0
, 0
which 0
is 0
a 0
core 0
principle 0
of 0
the 0
European S-Entity
Pillar 0
of 0
Social 0
Rights 0
. 0

” 0

The 0
Commission 0
proposes 0
to 0
include 0
new 0
exposure 0
limit 0
values 0
for 0
five 0
chemicals 0
in 0
the 0
Carcinogens 0
and 0
Mutagens 0
Directive 0
. 0

These 0
limit 0
values 0
set 0
a 0
maximum 0
concentration 0
for 0
the 0
presence 0
of 0
a 0
cancer 0
- 0
causing 0
chemical 0
in 0
the 0
workplace 0
air 0
. 0

The 0
following 0
five 0
carcinogens 0
of 0
high 0
relevance 0
for 0
the 0
protection 0
of 0
workers 0
have 0
been 0
selected 0
: 0

Cadmium 0
and 0
its 0
inorganic 0
compounds 0
; 0
Beryllium 0
and 0
